kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag
9579641,K00115.02,2,1.0,2.0950618900841347,1.0260415958332743,6.905753276311464,5.456645024927341,5779.0,0.7357276280950636,4.339,12.791
11656840,K00774.01,0,0.014,2.133296477734989,2.7744619666214616,6.875232087276577,5.3364798276423855,6108.0,0.6709015716126255,4.469,15.27
11812062,K00776.01,2,1.0,1.5536571215416388,1.9487632180377197,6.931471805599453,5.5581399421207385,5497.0,0.592774206413158,4.577,15.523
11818800,K00777.01,1,0.999,3.723751873761417,2.1412419425852827,6.148468295917647,2.5087859235779435,5446.0,0.5771750043075246,4.507,15.487
11909839,K00779.01,0,0.0,2.43413935870312,2.503891949699081,6.726233402358747,4.744410253079596,5746.0,0.6544063522435148,4.393,15.562
11918099,K00780.01,2,1.0,1.2052034305947152,1.205970806988609,6.976348070447749,5.743515876874802,5005.0,0.56815069038526,4.595,15.334
11918099,K00780.02,1,0.993,2.1090805834205524,3.017982882488811,6.5998704992128365,4.2431955089544555,5005.0,0.56815069038526,4.595,15.334
9579641,K00115.03,1,0.871,1.489734203214572,0.4382549309311553,7.149131598557407,6.427475025655387,5779.0,0.7357276280950636,4.339,12.791
11960862,K00782.01,2,1.0,2.024895050988039,1.8421356765531218,6.923628628138427,5.530935888224764,5992.0,0.6876319998718352,4.415,15.312
12020329,K00783.01,2,1.0,2.113243857081761,1.7681496035889213,6.726233402358747,4.741796783519916,5485.0,0.6243328645595856,4.556,15.08
12070811,K00785.01,2,1.0,2.594774375198124,1.297463147413275,6.519147287940395,3.925531355452938,5557.0,0.5596157879354227,4.603,15.505
8395660,K00116.02,2,0.998,3.803198657847338,1.3532545070416904,6.2766434893416445,2.9841656371825254,5854.0,0.6991292522374928,4.406,12.882
3120431,K00798.01,0,0.0,1.4683150869173962,3.1157350659486873,6.940222469119639,5.5971989892534175,5295.0,0.5938791789012764,4.551,15.629
3246984,K00799.01,0,0.773,0.9657017413744725,3.509453700432007,7.344719054149673,7.212943225563584,5735.0,0.6795552270404783,4.41,15.279
3342970,K00800.01,2,1.0,1.3114372084774586,1.415853163361435,7.259116128097101,6.868796131617542,6214.0,0.7304429653036423,4.442,15.541
3342970,K00800.02,2,1.0,2.1056010631988777,1.463255402256019,6.933423025730715,5.566740164061006,6214.0,0.7304429653036423,4.442,15.541
12459725,K00789.01,0,0.4808294015396076,2.7199668285496528,1.0577902941478545,6.568077911411976,4.116595171156921,5799.0,0.6302073807860711,4.539,15.727
12470844,K00790.01,2,1.0,2.2483801016227942,1.2781522025001875,6.62273632394984,4.336506119372072,5354.0,0.5810976767513224,4.587,15.339
12470844,K00790.02,2,0.989,4.117718206168643,1.2119409739751128,5.968707559985366,1.8702625307159986,5354.0,0.5810976767513224,4.587,15.339
12644822,K00791.01,2,1.0,2.610944729358605,2.128231705849268,6.625392368007956,4.34575157880917,5795.0,0.6518042170255629,4.508,15.14
